Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PERCEPTION,Year
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.79,57,58.71,27.32,67.45,51.68,23.34,2021
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,46.78,58,51.73,37.83,62.64,55.02,18.85,2021
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.69,59,50.61,31.04,70.32,56.38,25.01,2021
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,46.65,60,64.39,27.23,62.97,57.57,8.1,2021
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.6,61,54.06,34,64.82,64.68,7.48,2021
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,46.57,62,64.76,15.7,81.28,56.13,5.57,2021
IR-O-U-0027,Osmania University,Hyderabad,Telangana,46.57,62,52.04,28.16,79.86,51.62,13.82,2021
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,46.46,64,57.82,27.62,69.75,60.64,8.1,2021
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,46.02,65,54.37,29.63,70.28,52.7,14.88,2021
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.89,66,54.19,14.23,83.55,75.99,10.48,2021
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.87,67,55.17,19.05,83.56,58.4,10.48,2021
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.65,68,61.83,18.5,64.52,72.16,14.35,2021
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.64,69,58.89,30.78,64.62,55.99,2.18,2021
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,45.63,70,61.2,12.32,77.33,72.28,8.71,2021
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.36,71,50.51,34.26,66.66,56.15,9.9,2021
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.29,72,56.13,35.12,57.57,58.38,5.57,2021
IR-O-U-0056,Tezpur University,Tezpur,Assam,45.22,73,58.32,30.02,61.65,52.17,11.62,2021
IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,45.07,74,56.74,21.81,65.2,73.06,11.62,2021
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.81,75,55.4,24.41,67.59,67.94,5.57,2021
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.64,76,60.49,19.51,77.03,50.12,2.18,2021
IR-O-U-0747,Chandigarh University,Mohali,Punjab,44.62,77,57.48,14.24,63.4,75.44,28.91,2021
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,44.53,78,54.39,25.23,64.17,63.76,14.35,2021
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,44.4,79,64.83,18.35,61.13,64.73,7.48,2021
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,44.19,80,65.15,14.45,63.29,61.56,14.88,2021
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.95,81,47.55,27.51,63.87,65.97,20.7,2021
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,43.93,82,50.05,30.59,61.27,62.07,12.73,2021
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.75,83,61.71,24.77,57.68,48.43,14.35,2021
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,43.6,84,59.5,19.37,63.5,59.14,13.28,2021
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.21,85,40.78,28.63,76.11,53.77,17.89,2021
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,43.14,86,55.37,18.13,58.69,50.17,43.26,2021
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,43.1,87,39.94,30.1,72.4,58.18,17.89,2021
IR-O-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,43.04,88,47.86,28.49,67.68,54.77,11.06,2021
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,42.94,89,53.36,29.01,59.42,53.63,9.9,2021
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,42.79,90,54.74,29.92,53.67,47.8,18.85,2021
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.79,90,55.53,16.31,74.61,51.63,11.62,2021
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,42.78,92,51.21,19.87,79.19,50.61,5.57,2021
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.68,93,47.28,32.31,64.18,52.84,6.85,2021
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.56,94,63.31,14.77,63.13,60.92,4.24,2021
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.42,95,63.32,16.64,63.32,54.77,2.88,2021
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,41.79,96,49.58,19.08,78.35,47.78,7.48,2021
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,41.74,97,49.51,26.16,73.81,36.58,6.22,2021
IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.72,98,45.31,29.28,64.48,57.03,7.48,2021
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.43,99,48.12,22.64,64.22,52.45,21.15,2021
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.1,100,64.06,10.35,60.07,66.19,1.46,2021
